eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D0630,29,"Independent booksellers have been the hardest hit by changes to the bookselling industry in the 1990s.",Y,AC5UD8N187QD6,D0630.M.250.C.H,0
D0630,30,"The American Booksellers Association (ABA) represents the independent booksellers of the U.S.",Y,AC5UD8N187QD6,D0630.M.250.C.H,0
D0630,31,"The ABA saw its membership drop from 5,200 to less than 3,500.",Y,AC5UD8N187QD6,D0630.M.250.C.H,0
D0630,32,"The ABA established its own national online store, Book Sense.",Y,AC5UD8N187QD6,D0630.M.250.C.H,0
D0630,33,"Bookfinder.com is a site created by the ABA to permit online browsing of inventories of thousands of independent bookshops.",Y,AC5UD8N187QD6,D0630.M.250.C.H,0
D0630,34,"In 1991 independents claimed nearly a third of adult book purchases.",Y,ABLP1KUWW46S6,D0630.M.250.C.H,0
D0630,35,"In 1997 the independents market share was down to 17%.",Y,ABLP1KUWW46S6,D0630.M.250.C.H,1
D0630,36,"By 1997 The American Booksellers Association saw its membership drop from 5,200 to less than 3,500.",Y,ABLP1KUWW46S6,D0630.M.250.C.H,1
D0630,37,"By 1997 large chain booksellers like Barnes & Noble and Borders increased their market share by 3%",Y,ABLP1KUWW46S6,D0630.M.250.C.H,1
D0630,38,"The ABA filed suit against Barnes&Noble when it made a bid to acquire Ingram Book Group.",Y,ABLP1KUWW46S6,D0630.M.250.C.H,0
D0630,39,"Online bookselling continued to increase its share of the book market.",Y,ABLP1KUWW46S6,D0630.M.250.C.H,0
D0630,40,"The Independents also formed Bookfinder.com.",Y,ABLP1KUWW46S6,D0630.M.250.C.H,0
D0630,41,"Bookselling in the United States changed dramatically in the 1990s.",Y,A3QAETE7C7Z4R3,D0630.M.250.C.H,1
D0630,42,"The ABA was formed to represent and promote the independent booksellers.",Y,A3QAETE7C7Z4R3,D0630.M.250.C.H,0
D0630,43,"Barnes&Noble established an online venture that in at least one year lost money.",Y,A3QAETE7C7Z4R3,D0630.M.250.C.H,0
D0630,44,"Independents market share was nearly cut in half, down to 17%.",Y,A3QAETE7C7Z4R3,D0630.M.250.C.H,0
D0630,45,"An industry study of the bookselling business was conducted in early 1999.",Y,AC5UD8N187QD6,D0630.M.250.C.G,0
D0630,46,"The popular market for literature declined almost three percent in the 1990s.",Y,AC5UD8N187QD6,D0630.M.250.C.G,0
D0630,47,"Independent bookstores have been seriously damaged by superstore chains.",Y,AC5UD8N187QD6,D0630.M.250.C.G,0
D0630,48,"Independent bookstores' market sales dropped from 16.6 percent to 15.2 percent in 1999.",Y,AC5UD8N187QD6,D0630.M.250.C.G,0
D0630,49,"Book clubs are being revived by a merger between Time, Inc. and the German-owned Bartelsmann Doubleday Direct.",Y,AC5UD8N187QD6,D0630.M.250.C.G,1
D0630,50,"Books sells declined in 1999 by 3 percent.",Y,A2N2GFB33ZMYGF,D0630.M.250.C.G,1
D0630,51,"30 million fewer books were purchased in 1998.",Y,A2N2GFB33ZMYGF,D0630.M.250.C.G,0
D0630,52,"The 1999 book decline was the first in several years.",Y,A2N2GFB33ZMYGF,D0630.M.250.C.G,0
D0630,53,"Major chains and electronic bookstores made up about 50 percent of the market.",Y,A2N2GFB33ZMYGF,D0630.M.250.C.G,0
D0630,54,"Time, Inc and Bartelsman Doubleday Direct revived book clubs.",Y,A2N2GFB33ZMYGF,D0630.M.250.C.G,0
D0630,55,"Booksense.com and Contenville were introduce by the ABA.",Y,A2N2GFB33ZMYGF,D0630.M.250.C.G,1
D0630,56,"A total of $1.04 billion books were purchased with retail sales.",Y,AYSG3J2U3UF1Y,D0630.M.250.C.G,0
D0630,57,"Americans bought 30 million fewer books in 1998.",Y,AYSG3J2U3UF1Y,D0630.M.250.C.G,0
D0630,58,"One-half of the book sales were generated by major chain stores and electronic bookstores.",Y,AYSG3J2U3UF1Y,D0630.M.250.C.G,1
D0630,59,"Books sold online tripled their market share between 1998 and 1999.",Y,AYSG3J2U3UF1Y,D0630.M.250.C.G,0
D0630,60,"Adults purchased over 50 million titles online.",Y,AYSG3J2U3UF1Y,D0630.M.250.C.G,0
D0630,61,"Booksense.com is a 'hub site' for hundreds of individual sites.",Y,AYSG3J2U3UF1Y,D0630.M.250.C.G,0
D0630,62,"Contentville is a website in which about 40 of the most respected booksellers will provide editorial comment.",Y,AYSG3J2U3UF1Y,D0630.M.250.C.G,0
D0630,63,"Time, Inc. and Bartelsmann Doubleday Direct are merging.",Y,AYSG3J2U3UF1Y,D0630.M.250.C.G,0
D0631,64,"The Concorde flies 1,300 miles per hour.",Y,A5NE8TWS8ZV7B,D0631.M.250.D.D,0
D0631,65,"The Concorde takes less than 4 hours to fly across the Atlantic.",Y,A5NE8TWS8ZV7B,D0631.M.250.D.D,0
D0631,66,"The Concorde crash in 2000 was caused by a piece of metal falling off.",Y,A5NE8TWS8ZV7B,D0631.M.250.D.D,0
D0631,67,"The Concorde was developed by the French and the British under a 1962 agreement.",Y,A1V2H0UF94ATWY,D0631.M.250.D.D,0
D0631,68,"A roundtrip flight on the Concorde cost $10,000.",Y,A1V2H0UF94ATWY,D0631.M.250.D.D,0
D0631,69,"The Concorde is able to cross the Atlantic in just under four hours.",Y,A1V2H0UF94ATWY,D0631.M.250.D.D,0
D0631,70,"The Concorde crash killed 109 people on board and 4 on the ground.",Y,A1V2H0UF94ATWY,D0631.M.250.D.D,0
D0631,71,"The only supersonic passenger plane was the Concorde.",Y,AC5UD8N187QD6,D0631.M.250.D.D,0
D0631,72,"The Concorde crashed on July 25, 2000.",Y,AC5UD8N187QD6,D0631.M.250.D.D,0
D0631,73,"The Concorde crash of 2000 killed all 109 on board and 4 on the ground.",Y,AC5UD8N187QD6,D0631.M.250.D.D,0
D0631,74,"The Concorde made its first passenger flight in 1976.",Y,AC5UD8N187QD6,D0631.M.250.D.D,1
D0631,75,"The Concorde had 100 seats.",Y,AC5UD8N187QD6,D0631.M.250.D.D,0
D0631,76,"The Concorde flew 1,300 mph at 60,000 feet.",Y,AC5UD8N187QD6,D0631.M.250.D.D,1
D0631,77,"Air France paid each family $20,000 to cover immediate expenses after the 2000 crash.",Y,AC5UD8N187QD6,D0631.M.250.D.D,1
D0631,78,"Air France sued Continental on September 27, 2000.",Y,AC5UD8N187QD6,D0631.M.250.D.D,1
D0631,79,"British Airways and Air France are the only companies operating Concordes.",Y,AC5UD8N187QD6,D0631.M.250.D.G,0
D0631,80,"British Airways and Air France own ten and six Concordes, respectively",Y,AC5UD8N187QD6,D0631.M.250.D.G,0
D0631,81,"Air France's Concordes generally fly out of Paris.",Y,AC5UD8N187QD6,D0631.M.250.D.G,0
D0631,82,"There are no movies, video equipment, headphones or telephones on the Concorde.",Y,AC5UD8N187QD6,D0631.M.250.D.G,0
D0631,83,"A Concorde struck a hotel near Paris in July 2000, killing all 109 aboard and four on the ground.",Y,AC5UD8N187QD6,D0631.M.250.D.G,1
D0631,84,"The supersonic passenger jet, Concorde, has been flying trans-Atlantic and charter routes for almost 25 years.",Y,AJFJ6VXZJKSXD,D0631.M.250.D.G,0
D0631,85,"The Concordes carry 100 passengers and a crew of nine.",Y,AJFJ6VXZJKSXD,D0631.M.250.D.G,0
D0631,86,"After the first crash, all the Concordes were grounded and their future use is uncertain.",Y,AJFJ6VXZJKSXD,D0631.M.250.D.G,0
D0631,87,"The  Concorde, has been flying trans-Atlantic and charter routes for almost 25 years",Y,AOGFK82SQRJY7,D0631.M.250.D.G,1
D0631,88,"British airways and Air France are the only companies operating Concordes.",Y,AOGFK82SQRJY7,D0631.M.250.D.G,0
D0631,89,"The aircraft flies at 1,350 mph.",Y,AOGFK82SQRJY7,D0631.M.250.D.G,1
D0631,90,"Its journey from London to New York takes about 3 hours and 30 minutes.",Y,AOGFK82SQRJY7,D0631.M.250.D.G,0
D0631,91,"The cost is $10,000 for a round trip.",Y,AOGFK82SQRJY7,D0631.M.250.D.G,1
D0631,92,"They carry 100 passengers.",Y,AOGFK82SQRJY7,D0631.M.250.D.G,0
D0631,93,"They carry a crew of nine.",Y,AOGFK82SQRJY7,D0631.M.250.D.G,0
D0631,94,"In July 2000, all the Concordes were grounded and their future use is uncertain.",Y,AOGFK82SQRJY7,D0631.M.250.D.G,0
D0631,95,"On January 21, 1976, the first Concorde passenger flight occured.",Y,AC5UD8N187QD6,D0631.M.250.D.I,0
D0631,96,"July 25, 2000 was the date of a tragic crash of a Concorde plane near Paris.",Y,AC5UD8N187QD6,D0631.M.250.D.I,0
D0631,97,"The Concorde fleet consisted of 13 supersonic planes.",Y,AC5UD8N187QD6,D0631.M.250.D.I,1
D0631,98,"The Concorde flew at 1300 miles an hour, making the transatlantic flight in three and a half hours.",Y,AC5UD8N187QD6,D0631.M.250.D.I,0
D0631,99,"Flights on the Concorde cost $11,000 per ticket.",Y,AC5UD8N187QD6,D0631.M.250.D.I,0
D0631,100,"Air France filed a lawsuit against Continental for its role in the crash of the Concorde in 2000.",Y,AC5UD8N187QD6,D0631.M.250.D.I,0
D0631,101,"Air France paid $20,000 each to surviving families to cover immediate expenses from the 2000 crash.",Y,AC5UD8N187QD6,D0631.M.250.D.I,0
D0631,102,"The first Concorde passenger flight occurred on 21 January 1976.",Y,AVQGY7FCU80XP,D0631.M.250.D.I,0
D0631,103,"There were 13 Concorde passenger planes in the fleet.",Y,AVQGY7FCU80XP,D0631.M.250.D.I,1
D0631,104,"The Concorde main route was from Paris and London to New York.",Y,AVQGY7FCU80XP,D0631.M.250.D.I,1
D0631,105,"The Concorde passenger plane was able to fly at 1300 miles an hour.",Y,AVQGY7FCU80XP,D0631.M.250.D.I,1
D0631,106,"The Concorde passenger plane was able to cross the Atlantic ocean in 3.5 hours.",Y,AVQGY7FCU80XP,D0631.M.250.D.I,0
D0631,107,"The typical ticket price to fly on the Concorde passenger plane was $11,000.",Y,AVQGY7FCU80XP,D0631.M.250.D.I,0
D0631,108,"All Concorde passenger flights stopped a month after a fatal crash near Paris on 25 July 2000.",Y,AVQGY7FCU80XP,D0631.M.250.D.I,0
D0631,109,"All 109 passengers on the Concorde plane crash died.",Y,AVQGY7FCU80XP,D0631.M.250.D.I,0
D0631,110,"The Concorde fleet flew from London and Paris to New York.",Y,A33B85TN97HQ33,D0631.M.250.D.I,0
D0631,111,"The Concorde made the flight across the Atlantic Ocean in three and a half hours.",Y,A33B85TN97HQ33,D0631.M.250.D.I,0
D0631,112,"The cost for a ticket on the Concorde was $11,000.",Y,A33B85TN97HQ33,D0631.M.250.D.I,0
D0631,113,"When the Concorde crashed it killed all on board and 4 on the ground.",Y,A33B85TN97HQ33,D0631.M.250.D.I,0
D0631,114,"The planes leaving from Paris were immediately grounded after the crash.",Y,A33B85TN97HQ33,D0631.M.250.D.I,0
D0631,115,"London flights had continued after crash but were cancelled a month later.",Y,A33B85TN97HQ33,D0631.M.250.D.I,0
D0631,116,"The Concorde had only 100 passenger seats.",Y,A9HQ3E0F2AGVO,D0631.M.250.D.H,0
D0631,117,"Only twenty Concordes were built.",Y,A9HQ3E0F2AGVO,D0631.M.250.D.H,0
D0631,118,"Only British Airways and Air France flew Concordes.",Y,A9HQ3E0F2AGVO,D0631.M.250.D.H,0
D0631,119,"Development of the Concorde began in 1962.",Y,A9HQ3E0F2AGVO,D0631.M.250.D.H,0
D0631,120,"The Concorde was served by a nine person crew.",Y,A9HQ3E0F2AGVO,D0631.M.250.D.H,0
D0631,121,"Air France charter flight AF4590 crashed on July 25, 2000.",Y,A9HQ3E0F2AGVO,D0631.M.250.D.H,1
D0631,122,"All 109 passengers and crew died in the July 25, 2000 crash.",Y,A9HQ3E0F2AGVO,D0631.M.250.D.H,0
D0631,123,"Just twenty of the Concordes were built and only British Airways and Air France flew them.",Y,AC5UD8N187QD6,D0631.M.250.D.H,0
D0631,124,"The first passenger flight of the Concorde was in January 1976.",Y,AC5UD8N187QD6,D0631.M.250.D.H,0
D0631,125,"The supersonic transport Concorde was a joint Anglo-French development.",Y,A1FYWSPNO7KN1O,D0631.M.250.D.H,1
D0631,126,"The Concorde could make the flight between New York and London or Paris in less than four hours.",Y,A1FYWSPNO7KN1O,D0631.M.250.D.H,0
D0631,127,"The Concorde had an impeccable safety record until July 25, 2000.",Y,A1FYWSPNO7KN1O,D0631.M.250.D.H,0
D0631,128,"All 109 aboard the aircraft died in the Concorde's first crash.",Y,A1FYWSPNO7KN1O,D0631.M.250.D.H,1
D0631,129,"The Concorde could only fly over ocean areas because of the problems sonic booms would cause over land areas.",Y,A1FYWSPNO7KN1O,D0631.M.250.D.H,1
D0640,130,"The Kursk was conducting a naval exercise when it sunk.",Y,AC5UD8N187QD6,D0640.M.250.D.D,1
D0640,131,"One of Russia's largest submarines, the Kursk was commissioned in 1996 and carried a crew of 118.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,132,"15 vessels and warships were involved in the search for the sunken Kursk.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,133,"Russia turned down a French offer of help and Germany's offer of medical specialists.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,134,"The Russians confirmed all aboard were dead on the August 21, 2000.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,135,"Putin vowed to retrieve the bodies of the crew and the vessel itself.",Y,AC5UD8N187QD6,D0640.M.250.D.D,1
D0640,136,"Plans were made for an unnamed Norwegian company to begin the body retrieval operation on October 10, 2000.",Y,AC5UD8N187QD6,D0640.M.250.D.D,0
D0640,137,"The Russian submarine Kursk is an atomic powered submarine.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,138,"The Kursk could hold a crew of 118.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,139,"Russia refused help from France and Germany after the Kursk sank.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,140,"Russia asked for help from Britain and Norway in the form of a rescue submarine and divers.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,1
D0640,141,"The crew of the Kursk was confirmed dead on August 21, 2000.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,142,"According to the United States, the Kursk sank because a torpedo misfired triggering a massive explosion.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,143,"Russia is anticipating that it will cost $45 million to raise the Kursk.",Y,A1DABMXVWWL0TR,D0640.M.250.D.D,0
D0640,144,"The Kursk was sunk in August 12, 2000 in the Barents Sea.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,145,"The Kursk was sunk during a Russian naval exercise.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,146,"The Kursk was commissioned in 1996 in Russia.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,1
D0640,147,"The Kursk was able to carry 118 crew members.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,148,"Rescue efforts were suspended after one day of searching for the crew.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,149,"Russia turned away medical specialist help from France and Germany.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,150,"Officials from the United States think that one of the torpedoes on the Kursk misfired and caused an explosion.",Y,A3U21PUMQ6NGT2,D0640.M.250.D.D,0
D0640,151,"On August 19, 2000, a Russian nuclear submarine sank to the bottom of the Barents Sea.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,152,"The submarine that sunk in 2000 had 118 men aboard.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,153,"The ship's nuclear reactor had been switched off.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,154,"Russian navy rescue efforts were hampered by near zero visibility at the 450 feet depth where the vessel was trapped.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,155,"A British mini-submarine was unable to dock with an escape hatch.",Y,AC5UD8N187QD6,D0640.M.250.D.G,0
D0640,156,"A Russian nuclear submarine with 118 men aboard sank to the bottom of the Barents Sea.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,0
D0640,157,"The ship was reported not to be carrying nuclear weapons.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,1
D0640,158,"Examination with deep-water apparatus indicated it could have been shattered by a blast in its bow.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,0
D0640,159,"Repeated attempts to dock with an escape hatch failed.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,0
D0640,160,"Norwegian divers descended with video equipment, surveyed the damage, and ultimately opened an inner hatch.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,0
D0640,161,"US sonar and other technical sources clearly provided no evidence of a collision.",Y,A38OPVI04AH4JG,D0640.M.250.D.G,1
D0640,162,"A Russian nuclear submarine sank on August 19, 2000.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,163,"There were 118 men on the submarine when it sank.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,1
D0640,164,"The submarine was on a training mission in the Barents Sea.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,1
D0640,165,"Russian navy rescue efforts were complicated by strong underwater currents and near zero visibility.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,166,"The condition of the crew could not be determined.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,167,"Efforts to hook air and fuel lines failed.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,168,"The Russians signed a contract with Dutch and Belgian companies to retrieve the submarine.",Y,A2NGMLBFZ3YQP5,D0640.M.250.D.G,0
D0640,169,"Russian submarine Kursk sank on August 12, 2000.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,1
D0640,170,"Russian rescue attempts of the people aboard the Kursk did not begin until August 15.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,0
D0640,171,"On Aug 18 the first Russian rescue capsule reached the Kursk's escape hatch.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,0
D0640,172,"The crew of the Kursk submarine were officially announced dead.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,1
D0640,173,"President Putin remained on vacation until Aug 19.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,0
D0640,174,"Norwegian divers opened hatches to Kursk's flooded ninth compartment.",Y,A3CWW9DIL73I14,D0640.M.250.D.F,0
D0640,175,"The first announcement about Kursk was made on August 14.",Y,A2YO837C0O1E91,D0640.M.250.D.F,0
D0640,176,"The first Russian rescue capsule reached Kursk on August 18.",Y,A2YO837C0O1E91,D0640.M.250.D.F,0
D0640,177,"President Putin stayed on his vacation from August 19 to August 21.",Y,A2YO837C0O1E91,D0640.M.250.D.F,1
D0640,178,"The escape hatch for Kursk was too badly damaged and the mini submarine could not dock.",Y,A2YO837C0O1E91,D0640.M.250.D.F,0
D0640,179,"During the rescue attempt, there were no bodies found.",Y,A2YO837C0O1E91,D0640.M.250.D.F,0
D0640,180,"According to NATO, a torpedo misfired and detonated a warhead within Kursk.",Y,A2YO837C0O1E91,D0640.M.250.D.F,0
D0640,181,"It wasn't until September when Russia began operations to retrieve bodies.",Y,A2YO837C0O1E91,D0640.M.250.D.F,0
D0640,182,"The first official announcement of the submarine sinking was made on Aug 14, 2000.",Y,AC5UD8N187QD6,D0640.M.250.D.F,1
D0640,183,"The first Russian rescue attempt to recover the sunk submarine did not begin until Aug 15, 2000.",Y,AC5UD8N187QD6,D0640.M.250.D.F,0
D0640,184,"The Kursk's escape hatch was too badly damaged to dock in 7 attempts in the strong underwater currents.",Y,AC5UD8N187QD6,D0640.M.250.D.F,0
D0640,185,"The Russians gave contradictory reports on the Kursk's status and survival chances.",Y,AC5UD8N187QD6,D0640.M.250.D.F,0
D0640,186,"Russians claimed that the explosion on the submarine was caused by collision with a non-Russian vessel.",Y,AC5UD8N187QD6,D0640.M.250.D.F,0
D0640,187,"Russia's nuclear submarine Kursk fell to the bottom of the Barents Sea while on a training mission.",Y,A3E3RCR51Z8EVP,D0640.M.250.D.C,0
D0640,188,"The 14,000-ton submarine settled 354 to 450 feet down, trapping 118 sailors.",Y,A3E3RCR51Z8EVP,D0640.M.250.D.C,0
D0640,189,"Possible causes of the accident were a collision, an onboard explosion, or hitting a WWII mine.",Y,A3E3RCR51Z8EVP,D0640.M.250.D.C,0
D0640,190,"The only contact with crew, SOS signals tapped on the hull, stopped Tuesday.",Y,A3E3RCR51Z8EVP,D0640.M.250.D.C,1
D0640,191,"The Russian navy had no advanced rescue vessels so several countries, including the US, offered help.",Y,A3E3RCR51Z8EVP,D0640.M.250.D.C,0
D0640,192,"On Tuesday it approached NATO about help and by Wednesday accepted British and Norwegian offers.",Y,A3E3RCR51Z8EVP,D0640.M.250.D.C,0
D0640,193,"Rescue operations ended two days later when divers opened the hatch and found the sub filled with water.",Y,A3E3RCR51Z8EVP,D0640.M.250.D.C,1
D0640,194,"Russia's submarine Kursk sunk on August 12, 2000.",Y,AC5UD8N187QD6,D0640.M.250.D.C,0
D0640,195,"The submarine Kursk weighed 14,000 tons.",Y,AC5UD8N187QD6,D0640.M.250.D.C,0
D0640,196,"The sinking of the Kursk trapped 118 sailors.",Y,AC5UD8N187QD6,D0640.M.250.D.C,0
D0640,197,"The Kursk sunk 354 to 450 feet into the ocean.",Y,AC5UD8N187QD6,D0640.M.250.D.C,1
D0640,198,"Bodies were expected to be recovered from the submarine in October or November.",Y,AC5UD8N187QD6,D0640.M.250.D.C,0
D0640,199,"Russia rejected an offer from the French government to help with recovery of the submarine.",Y,AC5UD8N187QD6,D0640.M.250.D.C,0
D0640,200,"There were no survivors on the Kursk.",Y,AC5UD8N187QD6,D0640.M.250.D.C,0
D0640,201,"The U.S. offered to assist Russia with its recovery efforts.",Y,AC5UD8N187QD6,D0640.M.250.D.C,0
D0640,202,"August 12, 2000, Russia's nuclear submarine Kursk fell to the bottom of the Barents Sea.",Y,AEECEMJS22D2E,D0640.M.250.D.C,0
D0640,203,"The 14,000-ton Kursk settled 354 to 450 feet down, trapping 118 sailors.",Y,AEECEMJS22D2E,D0640.M.250.D.C,0
D0640,204,"The favored Russian explanation for the sinking of the Kursk was a collision.",Y,AEECEMJS22D2E,D0640.M.250.D.C,1
D0640,205,"The only contact with crew of the Kursk was SOS signals tapped on the hull.",Y,AEECEMJS22D2E,D0640.M.250.D.C,0
D0640,206,"3 days after it sank, there was no further contact with the crew of the Kursk.",Y,AEECEMJS22D2E,D0640.M.250.D.C,0
D0640,207,"Russia approached NATO for help rescuing the sailors trapped on board the Kursk.",Y,AEECEMJS22D2E,D0640.M.250.D.C,0
D0614,0,"Bouchard pledged to hold another referendum if his party won the next election in 1998.",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,0
D0614,1,"As the November election approached polls indicated that Bouchard had a wide lead over the Liberal (Federalist) candidate.",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,0
D0614,2,"The issue was presented to the Supreme Court which ruled in August 1998 that Quebec could not separate unilaterally",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,1
D0614,3,"The Quebec Premier Parizeau resigned after defeat in the referendum",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,0
D0614,4,"Lucien Bouchard stepped forward to assume the Premiership and leadership of the Party Quebecois",Y,A24DSECWUBZC0Z,D0614.M.250.E.E,1
D0614,5,"The Quebec separatist movement began in the 1960's.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,6,"The first independence referendum in the province was in May 1980.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,7,"A second referendum in 1995 produced a 49% vote for an independent Quebec",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,8,"Party Quebecois pledged to hold another referendum they won the next election in 1998.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,9,"In 1998 the Supreme Court ruled in that Quebec could not separate unilaterally.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,1
D0614,10,"Canadian Prime Minister Chretien stated that Quebec could not unilaterally secede without amendment of the Canadian Constitution.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,1
D0614,11,"After the November 1998 elections polls showed only 41% favoring independence.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
D0614,12,"Prime Minister Chretien's definition of what was required for independence antagonized Quebeckers.",Y,A1ZSZ9LDHAYECQ,D0614.M.250.E.E,0
