eventId,questionId,questionText,answer,author,sourceSummaryId,forUse
D407,54,"Zimbabwe introduced a program to protect animals regarded as pests.",Y,AJQGWGESKQT4Y,D407.M.250.B.B,0
D407,55,"Zambia auctions off hunting rights.",Y,AJQGWGESKQT4Y,D407.M.250.B.B,0
D407,56,"Zambia pays local citizens to protect the rhino.",Y,AJQGWGESKQT4Y,D407.M.250.B.B,1
D407,57,"The tiger is still endangered in India.",Y,AJQGWGESKQT4Y,D407.M.250.B.B,0
D632,58,"Malaysia was the world's leading tin producer.",Y,AJQGWGESKQT4Y,D632.M.250.I.F,1
D632,59,"In the 19th century, hundreds of thousands of immigrants came to Malaysia.",Y,AJQGWGESKQT4Y,D632.M.250.I.F,0
D632,60,"Malaysia produced more than 60,000 tons of tin a year in the 1980's.",Y,AJQGWGESKQT4Y,D632.M.250.I.F,1
D632,61,"Malaysia was no longer the largest producer of tin after 1994.",Y,AJQGWGESKQT4Y,D632.M.250.I.F,0
D632,62,"Tin producers suffered a crisis in 1985.",Y,AJQGWGESKQT4Y,D632.M.250.I.F,1
D632,63,"Brazil and China were not members of the ATPC.",Y,AJQGWGESKQT4Y,D632.M.250.I.F,1
D632,64,"The collapse of the Soviet Union affected Malaysia's tin production.",Y,AJQGWGESKQT4Y,D632.M.250.I.F,0
D632,65,"Malaysia used to be the world's largest producer of tin.",Y,A2KYOM2ZGYDJGT,D632.M.250.I.F,0
D632,66,"In the years leading up to 1994, Malaysia's tin business shrunk due to low prices and low demand.",Y,A2KYOM2ZGYDJGT,D632.M.250.I.F,0
D632,67,"China produces more tin than Malaysia now.",Y,A2KYOM2ZGYDJGT,D632.M.250.I.F,0
D632,68,"Brazil produces more tin than Malaysia now.",Y,A2KYOM2ZGYDJGT,D632.M.250.I.F,0
D632,69,"The ATCP produced 60% of the world's tin in the 1990's.",Y,A2KYOM2ZGYDJGT,D632.M.250.I.F,0
D632,70,"There was a crisis in 1985 for tin producers when the price dropped sharply.",Y,A2KYOM2ZGYDJGT,D632.M.250.I.F,0
D632,71,"Vietnam and Laos became tin producers in the late 20th century.",Y,A2KYOM2ZGYDJGT,D632.M.250.I.F,0
D632,72,"Tin deposits were discovered in Malaysia in 1857.",Y,A5VBIZ2KIQ1R8,D632.M.250.I.G,0
D632,73,"The tin mining industry employed thousands of Chinese Immigrants",Y,A5VBIZ2KIQ1R8,D632.M.250.I.G,1
D632,74,"The Malaysian tin industry began it's decline in the 1980s.",Y,A5VBIZ2KIQ1R8,D632.M.250.I.G,0
D632,75,"The Malaysian government decided tin mining was not important.",Y,A5VBIZ2KIQ1R8,D632.M.250.I.G,1
D632,76,"The Malaysian government decided to discontinue tin mining subsidies.",Y,A5VBIZ2KIQ1R8,D632.M.250.I.G,0
D632,77,"Many factors led to the decline of the tin market.",Y,A5VBIZ2KIQ1R8,D632.M.250.I.G,1
D632,78,"Malaysia is the leading producer of tin in the world.",Y,AGA1PIIWM8I8D,D632.M.250.I.G,0
D632,79,"The British were the first to develop the tin industry.",Y,AGA1PIIWM8I8D,D632.M.250.I.G,0
D632,80,"The world's most developed underground tin mine streches for 4000 acres.",Y,AGA1PIIWM8I8D,D632.M.250.I.G,0
D632,81,"In the early 1970s, forestry and mining produced 80 percent of the value of Malaysian exports.",Y,AGA1PIIWM8I8D,D632.M.250.I.G,0
D632,82,"Vietnam and Laos export tin.",Y,AGA1PIIWM8I8D,D632.M.250.I.G,1
D632,83,"In the early 1990s, the Malaysia tin industry began to falter.",Y,AGA1PIIWM8I8D,D632.M.250.I.G,0
D632,84,"In the early 1980s, Malaysia was producing 60,000 tons of tin in concentrate per year.",Y,AGA1PIIWM8I8D,D632.M.250.I.G,0
D632,85,"Malaysian tin production in 1960 was between 60,000 and 70,000 tons.",Y,A1C7UV2UT2S9T7,D632.M.250.I.J,0
D632,86,"Malaysia, Indonesia and Thailand were members of the Association of Tin Producing Countries (ATPC).",Y,A1C7UV2UT2S9T7,D632.M.250.I.J,0
D632,87,"The ATPC kept prices supported until 1985 when turmoil struck the industry.",Y,A1C7UV2UT2S9T7,D632.M.250.I.J,0
D632,88,"In 1985 100,000 tons of stockpiled tin were released onto the market.",Y,A1C7UV2UT2S9T7,D632.M.250.I.J,0
D632,89,"In 1993 China and Brazil were major tin producers.",Y,A1C7UV2UT2S9T7,D632.M.250.I.J,1
D632,90,"By the year 1994, Malaysia was no longer a major producer.",Y,A1C7UV2UT2S9T7,D632.M.250.I.J,0
D632,91,"In 1857 rich tin deposits were found on the Malay Peninsula.",Y,A1FGKIKJYSL1MI,D632.M.250.I.J,0
D632,92,"50,000 tons of tin were produced in Malay in 1900.",Y,A1FGKIKJYSL1MI,D632.M.250.I.J,0
D632,93,"During World War II, the Japanese closed and flooded some tin mines.",Y,A1FGKIKJYSL1MI,D632.M.250.I.J,1
D632,94,"In 1960, Malaysia produced between 60,000 and 70,000 tons of tin.",Y,A1FGKIKJYSL1MI,D632.M.250.I.J,0
D632,95,"By the mid-1980s, glass, aluminum, and plastic began replacing tin as containers.",Y,A1FGKIKJYSL1MI,D632.M.250.I.J,1
D632,96,"By 1993 China and Brazil were major tin producers.",Y,A1FGKIKJYSL1MI,D632.M.250.I.J,0
D632,97,"In the 1990s, the price of tin decreased.",Y,A1FGKIKJYSL1MI,D632.M.250.I.J,1
D632,98,"By 1994, Malaysia was no longer a major tin producer.",Y,A1FGKIKJYSL1MI,D632.M.250.I.J,0
D632,99,"Malaysia had been the world's largest tin producer.",Y,AJQGWGESKQT4Y,D632.M.250.I.H,1
D632,100,"Tin export quotas failed.",Y,AJQGWGESKQT4Y,D632.M.250.I.H,1
D632,101,"High cost mines closed world-wide.",Y,AJQGWGESKQT4Y,D632.M.250.I.H,1
D632,102,"Tin stocks approached supply/demand equilibrium.",Y,AJQGWGESKQT4Y,D632.M.250.I.H,0
D632,103,"By 1994 most Malaysian tin mines had closed.",Y,AJQGWGESKQT4Y,D632.M.250.I.H,0
D632,104,"The U.S. continued selling its 'substantial' tin stockpiles.",Y,AJQGWGESKQT4Y,D632.M.250.I.H,1
D632,105,"The boon times for Malaysia's tin production were 1913 to 1960.",Y,AAASQIW3J32OL,D632.M.250.I.H,0
D632,106,"In 1985 the International Tin Council stopped price supports.",Y,AAASQIW3J32OL,D632.M.250.I.H,0
D632,107,"In 1985 the International Tin Council dumped 100,000 tons of tin on the market.",Y,AAASQIW3J32OL,D632.M.250.I.H,0
D632,108,"The actions taken by the International Tin Council in 1985 crushed tin prices on the market.",Y,AAASQIW3J32OL,D632.M.250.I.H,0
D632,109,"There was an ephemeral ephemeral tin price recovery in 1992.",Y,AAASQIW3J32OL,D632.M.250.I.H,0
D654,110,"Ratings of schools consistently show that single-sex schools rate higher academically.",Y,AJQGWGESKQT4Y,D654.M.250.F.E,0
D654,111,"These findings have been traditionally seen in England as an advantage of single-sex schooling.",Y,AJQGWGESKQT4Y,D654.M.250.F.E,1
D654,112,"Students don't have to conform to gender stereotypes.",Y,AJQGWGESKQT4Y,D654.M.250.F.E,0
D654,113,"Many supporters of co-ed schools do so because it is more like the real world environment.",Y,AJQGWGESKQT4Y,D654.M.250.F.E,0
D654,114,"Some single-sex schools have gone co-ed.",Y,AJQGWGESKQT4Y,D654.M.250.F.E,1
D654,115,"Some junior high schools have decided to segregate boys and girls.",Y,AJQGWGESKQT4Y,D654.M.250.F.E,0
D654,116,"Some boys' and girls' schools have merged to the extent that they share the same campus.",Y,AJQGWGESKQT4Y,D654.M.250.F.E,1
D654,117,"Boys and girls do not mature at the same rate.",Y,AJQGWGESKQT4Y,D654.M.250.F.E,1
D654,118,"Great Britain has a long tradition of single-sex schooling.",Y,A1P458P1C6JOXP,D654.M.250.F.D,0
D654,119,"Of the top 30 schools in Great Britain, only one of those schools is co-ed.",Y,A1P458P1C6JOXP,D654.M.250.F.D,0
D654,120,"One of the advantages of co-ed education  are that larger schools are more economical to run.",Y,A1P458P1C6JOXP,D654.M.250.F.D,1
D654,121,"Co-ed schooling also allows students to get used to working with the other gender.",Y,A1P458P1C6JOXP,D654.M.250.F.D,0
D654,122,"Single sex education seems to have more benefits for girls.",Y,A1P458P1C6JOXP,D654.M.250.F.D,1
D654,123,"Girls are sometimes intimidated by boys and therefore don't take on leadership roles.",Y,A1P458P1C6JOXP,D654.M.250.F.D,0
D654,124,"Girls are more intellectually mature than boys up to the age of 17.",Y,A1P458P1C6JOXP,D654.M.250.F.D,1
D654,125,"British schools tend to keep genders separated until the final grade level.",Y,A1P458P1C6JOXP,D654.M.250.F.D,0
D654,126,"Discussion regarding advantages and disadvantages of single-sex education comes from Great Britain.",Y,AJQGWGESKQT4Y,D654.M.250.F.D,0
D654,127,"Britain does a rating and ranking of both public and private schools annually.",Y,AJQGWGESKQT4Y,D654.M.250.F.D,0
D654,128,"Many schools in Great Britain have been experimenting with different combinations of coed and single-sex education.",Y,AJQGWGESKQT4Y,D654.M.250.F.D,0
D654,129,"Educators in Britain are still debating the pros and cons of single gender education.",Y,AJQGWGESKQT4Y,D654.M.250.F.D,0
D654,130,"Educators in the US are still debating the pros and cons of single gender education.",Y,AJQGWGESKQT4Y,D654.M.250.F.D,0
D654,131,"The advantages of coed education are that the larger schools are more economical to run.",Y,AJQGWGESKQT4Y,D654.M.250.F.D,1
D654,132,"Some British schools keep the genders separated until the final grade level.",Y,AJQGWGESKQT4Y,D654.M.250.F.D,0
D654,133,"Only one of the top 30 school in Great Britain in 1992 was co-educational.",Y,A1THXHPVWVEWNZ,D654.M.250.F.F,0
D654,134,"Girls' schools dominated in examination performance for 16 year olds in 1994.",Y,A1THXHPVWVEWNZ,D654.M.250.F.F,0
D654,135,"From 1960 to 1990, the number of women's colleges dropped from 298 to 94.",Y,A1THXHPVWVEWNZ,D654.M.250.F.F,0
D654,136,"Margaret Kenyon thinks that girls thrive in girls-only schools.",Y,A1THXHPVWVEWNZ,D654.M.250.F.F,1
D654,137,"Joan Clancy was the headmistress of a British girls' school.",Y,A1THXHPVWVEWNZ,D654.M.250.F.F,0
D654,138,"One big argument for single-sex education is that you don't have to conform to gender stereotypes.",Y,A1THXHPVWVEWNZ,D654.M.250.F.F,0
D654,139,"The major survey of independent schools in Great Britain gave a boost to single-sex education.",Y,AJQGWGESKQT4Y,D654.M.250.F.F,0
D654,140,"Of the top 30 state schools, 25 were single-sex.",Y,AJQGWGESKQT4Y,D654.M.250.F.F,1
D654,141,"Margaret Kenyon was headmistress of a girls' school.",Y,AJQGWGESKQT4Y,D654.M.250.F.F,0
D654,142,"Girls' schools dominated 1994's performance in examinations for 16-year-olds at independent schools.",Y,AJQGWGESKQT4Y,D654.M.250.F.F,0
D654,143,"United States Public elementary and secondary schools are overwhelmingly co-educational.",Y,AJQGWGESKQT4Y,D654.M.250.F.F,1
D654,144,"Research shows that single-sex education is beneficial for girls.",Y,AJQGWGESKQT4Y,D654.M.250.F.F,1
D654,145,"Single sex schools are shown to be advantageous to girls.",Y,A5VBIZ2KIQ1R8,D654.M.250.F.A,0
D654,146,"Single sex schools are not advantageous nor dis-advantageous.",Y,A5VBIZ2KIQ1R8,D654.M.250.F.A,0
D654,147,"Men dominate discussions in college co-ed classes.",Y,A5VBIZ2KIQ1R8,D654.M.250.F.A,0
D654,148,"There is debate about why single-sex schools score better on tests.",Y,A5VBIZ2KIQ1R8,D654.M.250.F.A,1
D654,149,"Girls are more intellectually and emotionally advanced than boys by 16.",Y,A5VBIZ2KIQ1R8,D654.M.250.F.A,0
D654,150,"Boys generally mature later in life than girls.",Y,A5VBIZ2KIQ1R8,D654.M.250.F.A,0
D654,151,"Boys catch up to girls emotionally and intellectually by college.",Y,A5VBIZ2KIQ1R8,D654.M.250.F.A,0
D654,152,"Single-sex schools seem to be advantageous to girls.",Y,AJQGWGESKQT4Y,D654.M.250.F.A,0
D654,153,"Advocates of single-sex schools cite better test score.",Y,AJQGWGESKQT4Y,D654.M.250.F.A,1
D654,154,"Surveys in English schools indicated that the best schools, academically, were single-sex schools.",Y,AJQGWGESKQT4Y,D654.M.250.F.A,0
D654,155,"In 1992, 25 of the top 30 state schools were single-sex schools.",Y,AJQGWGESKQT4Y,D654.M.250.F.A,1
D654,156,"Girls do not have to conform to gender stereotypes that they should not study science or mathematics.",Y,AJQGWGESKQT4Y,D654.M.250.F.A,0
D654,157,"Opponents of single-sex education viewed it as a barrier to successful socialization of adolescents.",Y,AJQGWGESKQT4Y,D654.M.250.F.A,0
D654,158,"There is much debate about the significance of single-sex schools getting better examination grades.",Y,AJQGWGESKQT4Y,D654.M.250.F.A,0
D654,159,"Research suggests that at the age of 16 girls are more mature and intellectually more advanced than boys.",Y,AJQGWGESKQT4Y,D654.M.250.F.A,1
D393,160,"People who died as the result of mercy killings  suffered a broad spectrum of conditions prior to their deaths.",Y,AJQGWGESKQT4Y,D393.M.250.F.A,0
D393,161,"Some were suffering from a severely deteriorated quality of life.",Y,AJQGWGESKQT4Y,D393.M.250.F.A,0
D393,162,"Others were terminally ill.",Y,AJQGWGESKQT4Y,D393.M.250.F.A,0
D393,163,"Victims often sought the right to die.",Y,AJQGWGESKQT4Y,D393.M.250.F.A,0
D393,164,"Those terminally ill often suffered from cancer or AIDS.",Y,AJQGWGESKQT4Y,D393.M.250.F.A,1
D393,165,"There are cases of comatose states being induced by drinking excessive amounts of alcohol.",Y,AJQGWGESKQT4Y,D393.M.250.F.A,0
D393,166,"Dr. Kevorkian supplied patients with a device containing lethal drugs for use in committing suicide",Y,AJQGWGESKQT4Y,D393.M.250.F.A,0
D393,167,"There are cases of self-anointed 'angels of death' giving lethal injections to hospital patients.",Y,AJQGWGESKQT4Y,D393.M.250.F.A,0
D393,168,"Those who died from mercy killings suffered a wide range of conditions.",Y,A5VBIZ2KIQ1R8,D393.M.250.F.A,0
D393,169,"Those seeking mercy killings suffered from deteriorated quality of life.",Y,A5VBIZ2KIQ1R8,D393.M.250.F.A,1
D393,170,"The victims included the paralyzed.",Y,A5VBIZ2KIQ1R8,D393.M.250.F.A,0
D393,171,"Dr. Kevorkian supplied patients with the drugs for mercy killings.",Y,A5VBIZ2KIQ1R8,D393.M.250.F.A,1
D393,172,"Dr. Kevorkian assisted with mercy killings.",Y,A5VBIZ2KIQ1R8,D393.M.250.F.A,0
D393,173,"The victims of mercy killings were sometimes in comatose states.",Y,A5VBIZ2KIQ1R8,D393.M.250.F.A,0
D393,174,"Physicians and nurses administered lethal injections.",Y,A5VBIZ2KIQ1R8,D393.M.250.F.A,1
D393,175,"There are two major end-of-life issues that generate legal, moral, and religious controversies.",Y,AJQGWGESKQT4Y,D393.M.250.F.D,0
D393,176,"Those accused of mercy killing are tried for murder or manslaughter.",Y,AJQGWGESKQT4Y,D393.M.250.F.D,0
D393,177,"Philip Saylor shot his friend, Steven Jenkins.",Y,AJQGWGESKQT4Y,D393.M.250.F.D,0
D393,178,"Caroline Youngquist is a volunteer for the Hemlock Society.",Y,AJQGWGESKQT4Y,D393.M.250.F.D,0
D393,179,"Caroline Youngquist often assists people with information on how to take their own lives.",Y,AJQGWGESKQT4Y,D393.M.250.F.D,0
D393,180,"The Supreme Court ruled in 1990 that states may bar the removal of life-sustaining treatment from comatose patients.",Y,AJQGWGESKQT4Y,D393.M.250.F.D,1
D393,181,"Only a third of adults say that could take part in a mercy killing.",Y,AJQGWGESKQT4Y,D393.M.250.F.D,0
D393,182,"Rudolfo Linares removed the respirator from his comatose infant son.",Y,AJQGWGESKQT4Y,D393.M.250.F.D,0
D393,183,"Mercy killing and removal of life support are two controversial end-of-life-issues.",Y,AGA1PIIWM8I8D,D393.M.250.F.D,1
D393,184,"People accused of a mercy killing can still be tried for murder and manslaughter.",Y,AGA1PIIWM8I8D,D393.M.250.F.D,0
D393,185,"The Hemlock Society is a group that provides suicide information to people who wish to take their own lives.",Y,AGA1PIIWM8I8D,D393.M.250.F.D,0
D393,186,"Dr. Kevorkian is an advocate for doctor-assisted suicide.",Y,AGA1PIIWM8I8D,D393.M.250.F.D,1
D393,187,"A man named Delbert Ward was accused of smothering his brother.",Y,AGA1PIIWM8I8D,D393.M.250.F.D,1
D393,188,"Polls say only a third of American adults think that could take part in a mercy killing.",Y,AGA1PIIWM8I8D,D393.M.250.F.D,0
D393,189,"Gema Marie Hubler and Tanya Marie Rivera are gunshot victims.",Y,A5NE8TWS8ZV7B,D393.M.250.F.I,1
D393,190,"Shantana Speake and Thomas Griffin are abused children.",Y,A5NE8TWS8ZV7B,D393.M.250.F.I,0
D393,191,"Life-support equipment include feeding tubes or respirators.",Y,A5NE8TWS8ZV7B,D393.M.250.F.I,1
D393,192,"David Heffer is a bomb victim.",Y,A5NE8TWS8ZV7B,D393.M.250.F.I,0
D393,193,"Tony Bland, Karen Eickholdt, Joel Christopher Banks, and Mark Weaver are injury victims.",Y,A5NE8TWS8ZV7B,D393.M.250.F.I,0
D393,194,"Estelle Browning is a stroke victim.",Y,A5NE8TWS8ZV7B,D393.M.250.F.I,0
D393,195,"Nancy Gamble and Kenneth A. Bergstedt are paralyzed patients.",Y,A5NE8TWS8ZV7B,D393.M.250.F.I,0
D393,196,"Passive mercy killings occur when people who are brain-dead are removed from life-support.",Y,AJQGWGESKQT4Y,D393.M.250.F.I,0
D393,197,"Paralyzed patient Nancy Gamble requested that life support be removed.",Y,AJQGWGESKQT4Y,D393.M.250.F.I,0
D393,198,"Paralyzed patient Kenneth A. Bergstedt requested that life support be removed.",Y,AJQGWGESKQT4Y,D393.M.250.F.I,0
D393,199,"Active mercy killings include Philip Lee Saylor who shot his AIDS-suffering friend Steven Charles Jenkins.",Y,AJQGWGESKQT4Y,D393.M.250.F.I,1
D393,200,"Roswell Gilbert shot his Alzheimer-suffering wife Emily.",Y,AJQGWGESKQT4Y,D393.M.250.F.I,0
D393,201,"Rudolfo Linares removed his son Samuel from life support.",Y,AJQGWGESKQT4Y,D393.M.250.F.I,1
D393,202,"Relatives decide whether potentially life-prolonging treatments should be started, stopped, or continued.",Y,AJQGWGESKQT4Y,D393.M.250.F.I,0
D393,203,"Mercy killings have taken place in a variety of settings.",Y,AJQGWGESKQT4Y,D393.M.250.F.F,0
D393,204,"Mercy killings have taken place by different methods.",Y,AJQGWGESKQT4Y,D393.M.250.F.F,0
D393,205,"Removing life support from long-comatose patients is not usually considered mercy killing.",Y,AJQGWGESKQT4Y,D393.M.250.F.F,1
D393,206,"Three nurses in a Vienna hospital were arrested in 1989.",Y,AJQGWGESKQT4Y,D393.M.250.F.F,1
D393,207,"In 1989, a West German nurse was sentenced to 11 years in prison for killing patients.",Y,AJQGWGESKQT4Y,D393.M.250.F.F,1
D393,208,"An Alzheimer's patient traveled 2,000 miles to commit suicide with the help of Dr. Jack Kevorkian.",Y,AJQGWGESKQT4Y,D393.M.250.F.F,0
D393,209,"Florida officials signed clemency orders for an 81-year-old man convicted of shooting his ailing wife.",Y,AJQGWGESKQT4Y,D393.M.250.F.F,0
D393,210,"Virginia Harper wanted to end her life.",Y,AJQGWGESKQT4Y,D393.M.250.F.F,0
D393,211,"Three nursers were arrested in 1989 in a Vienna hospital under suspicion of committing mercy killings.",Y,AGA1PIIWM8I8D,D393.M.250.F.F,1
D393,212,"A West German nurse was sentenced to 11 years in prison for mercy killings in 1989.",Y,AGA1PIIWM8I8D,D393.M.250.F.F,0
D393,213,"Philip Saylor shot his friend Steven Jenkins as a mercy killing in 1990.",Y,AGA1PIIWM8I8D,D393.M.250.F.F,0
D393,214,"In 1990, an Alzheimer's patient traveled 2,000 miles to commit suicide with the help of Dr. Jack Kevorkian.",Y,AGA1PIIWM8I8D,D393.M.250.F.F,0
D393,215,"Virginia Harper took sleeping pills and was finished off by her husband in a mercy killing in 1990.",Y,AGA1PIIWM8I8D,D393.M.250.F.F,0
D391,216,"Pharmaceutical research begins with the discovery of new chemical entities.",Y,A5VBIZ2KIQ1R8,D391.M.250.H.C,0
D391,217,"Companies must decide what to do with a newly discovered entity.",Y,A5VBIZ2KIQ1R8,D391.M.250.H.C,1
D391,218,"Doctors and patients are becoming more reluctant to participate in drug testing.",Y,A5VBIZ2KIQ1R8,D391.M.250.H.C,1
D391,219,"Companies are spending more money to hire the people required to develop drugs.",Y,A5VBIZ2KIQ1R8,D391.M.250.H.C,0
D391,220,"Drug trials typically happen in three phases.",Y,A5VBIZ2KIQ1R8,D391.M.250.H.C,1
D391,221,"Drug trials typically involved 200 patients per trial.",Y,A5VBIZ2KIQ1R8,D391.M.250.H.C,0
D391,222,"Computers are used to track and store data.",Y,A5VBIZ2KIQ1R8,D391.M.250.H.C,0
D391,223,"The typical development time for a drug is 12 years.",Y,A5VBIZ2KIQ1R8,D391.M.250.H.C,0
D391,224,"The first phase in pharmaceutical research and development is the initial discovery of new chemical entities.",Y,AAASQIW3J32OL,D391.M.250.H.C,0
D391,225,"In the phase of discovery of new chemical entities, pharmaceutical companies must decide which compounds to take forward.",Y,AAASQIW3J32OL,D391.M.250.H.C,0
D391,226,"Scientists are using computerized chemical databases to rapidly select and adapt compounds for development into new medications.",Y,AAASQIW3J32OL,D391.M.250.H.C,0
D391,227,"The second phase in pharmaceutical research and development is clinical trials.",Y,AAASQIW3J32OL,D391.M.250.H.C,0
D391,228,"Clinical trials in in pharmaceutical research and development typically involve three phases.",Y,AAASQIW3J32OL,D391.M.250.H.C,0
D391,229,"Clinical trials in in pharmaceutical research and development typically have an average of 200 patients per trial.",Y,AAASQIW3J32OL,D391.M.250.H.C,1
D391,230,"The clinical trials phase is the most costly stage in new drug development.",Y,AAASQIW3J32OL,D391.M.250.H.C,0
D391,231,"Doctors and their patients are becoming more reluctant to take part in clinical trials for new drug development.",Y,AAASQIW3J32OL,D391.M.250.H.C,0
D391,232,"Research and development of drugs is a complex process.",Y,AJQGWGESKQT4Y,D391.M.250.H.J,0
